Fp2;F8;FT8;T8;TP8;P8;TP10;O2;Oz;O1;TP9;P7;TP7;T7;FT7;F7;FP1;AFz;F4;FC4;C4;CP4;P4;Pz;P3;CP3;C3;FC3;F3;Fz;FCz;CPz;Cz
-1.553;1.435;2.098;3.178;2.395;7.712;0.244;4.447;0.874;2.947;-1.455;4.722;0.619;2.823;8.840;1.596;-2.035;2.811;4.103;2.623;0.885;2.858;4.412;0.906;5.051;4.806;5.323;6.314;5.182;5.429;4.444;2.742;0.727
-5.331;-0.936;-0.109;2.099;0.694;4.977;-1.022;1.951;-0.973;1.881;-2.669;5.149;1.032;3.197;6.805;-0.077;-5.006;0.028;1.087;-0.285;-0.932;1.753;2.737;0.919;5.706;5.424;5.609;5.946;4.161;2.519;3.033;3.980;2.462
-9.087;-3.336;-2.509;0.759;-0.974;2.165;-2.465;-0.392;-2.627;0.999;-3.387;5.552;1.583;3.283;4.629;-1.767;-7.529;-2.744;-2.144;-3.399;-3.000;0.566;1.027;0.867;6.311;5.996;5.825;5.345;2.952;-0.457;1.434;4.965;3.920
-12.383;-5.475;-4.721;-0.704;-2.554;-0.542;-4.019;-2.431;-3.936;0.433;-3.481;5.882;2.247;3.094;2.569;-3.296;-9.411;-5.214;-5.220;-6.394;-5.069;-0.565;-0.567;0.782;6.852;6.455;5.903;4.573;1.675;-3.196;-0.173;5.646;4.976
-14.677;-7.026;-6.361;-2.094;-3.938;-2.925;-5.532;-4.018;-4.754;0.276;-2.981;6.165;3.032;2.870;0.841;-4.457;-10.478;-7.061;-7.751;-8.941;-6.856;-1.478;-1.848;0.746;7.361;6.777;5.828;3.763;0.523;-5.393;-1.581;6.034;5.564
-15.542;-7.783;-7.167;-3.295;-5.059;-4.858;-6.850;-5.082;-5.004;0.533;-1.988;6.439;3.899;2.869;-0.387;-5.071;-10.617;-8.018;-9.468;-10.804;-8.158;-2.078;-2.692;0.828;7.852;6.950;5.613;3.056;-0.313;-6.813;-2.641;6.143;5.673
-14.865;-7.790;-7.089;-4.366;-5.967;-6.407;-7.925;-5.700;-4.764;1.083;-0.540;6.676;4.722;3.176;-1.023;-5.056;-9.828;-7.976;-10.289;-11.893;-8.917;-2.413;-3.149;1.017;8.240;6.925;5.253;2.540;-0.709;-7.355;-3.299;5.958;5.321
-12.842;-7.262;-6.242;-5.439;-6.736;-7.731;-8.783;-6.040;-4.221;1.744;1.306;6.852;5.369;3.716;-1.028;-4.393;-8.180;-6.955;-10.224;-12.190;-9.173;-2.604;-3.386;1.249;8.405;6.665;4.785;2.303;-0.576;-7.001;-3.520;5.486;4.592
-9.852;-6.399;-4.844;-6.555;-7.363;-8.951;-9.425;-6.232;-3.550;2.383;3.344;7.027;5.806;4.370;-0.393;-3.090;-5.743;-5.035;-9.305;-11.700;-8.990;-2.737;-3.564;1.493;8.303;6.228;4.348;2.485;0.196;-5.756;-3.220;4.819;3.653
-6.318;-5.315;-3.207;-7.591;-7.788;-10.117;-9.802;-6.340;-2.862;2.950;5.286;7.300;6.075;5.035;0.808;-1.216;-2.603;-2.346;-7.598;-10.458;-8.446;-2.854;-3.784;1.749;7.978;5.739;4.124;3.206;1.687;-3.675;-2.333;4.086;2.676
-2.578;-4.062;-1.676;-8.313;-7.975;-11.238;-9.868;-6.377;-2.207;3.445;6.926;7.723;6.250;5.653;2.387;1.065;1.097;0.923;-5.226;-8.556;-7.608;-2.957;-4.084;2.029;7.511;5.326;4.237;4.463;3.883;-0.901;-0.888;3.391;1.763
1.161;-2.684;-0.475;-8.496;-7.955;-12.290;-9.637;-6.320;-1.584;3.896;8.210;8.285;6.423;6.236;4.086;3.523;5.137;4.535;-2.346;-6.115;-6.496;-3.007;-4.425;2.358;7.001;5.079;4.713;6.126;6.632;2.355;0.966;2.805;0.948
4.758;-1.241;0.389;-8.027;-7.807;-13.253;-9.209;-6.138;-0.980;4.331;9.222;8.951;6.661;6.821;5.662;5.915;9.212;8.202;0.856;-3.275;-5.088;-2.932;-4.707;2.758;6.553;5.038;5.489;7.979;9.640;5.800;2.982;2.375;0.213
8.094;0.215;1.090;-6.921;-7.622;-14.158;-8.730;-5.859;-0.400;4.756;10.116;9.688;6.972;7.393;6.974;8.030;12.959;11.607;4.180;-0.196;-3.371;-2.656;-4.828;3.224;6.254;5.203;6.436;9.788;12.513;9.076;4.872;2.119;-0.487
11.065;1.670;1.834;-5.345;-7.449;-15.042;-8.314;-5.547;0.163;5.205;10.950;10.491;7.321;7.907;8.026;9.753;16.044;14.482;7.437;2.961;-1.345;-2.097;-4.700;3.767;6.204;5.578;7.447;11.379;14.885;11.855;6.410;2.075;-1.151
13.568;3.118;2.707;-3.633;-7.278;-15.880;-7.954;-5.214;0.786;5.796;11.553;11.366;7.664;8.338;8.922;11.054;18.198;16.664;10.459;6.033;0.971;-1.185;-4.252;4.447;6.512;6.199;8.480;12.686;16.531;13.932;7.507;2.332;-1.662
15.440;4.486;3.631;-2.228;-7.103;-16.636;-7.604;-4.858;1.539;6.626;11.658;12.260;7.930;8.650;9.726;11.873;19.168;18.031;13.056;8.816;3.469;0.063;-3.498;5.295;7.207;7.061;9.499;13.667;17.333;15.175;8.163;2.957;-1.845
16.414;5.625;4.409;-1.493;-6.993;-17.384;-7.305;-4.595;2.311;7.607;11.159;13.006;7.985;8.742;10.379;12.084;18.733;18.431;14.976;11.034;5.878;1.457;-2.608;6.204;8.135;8.030;10.397;14.232;17.217;15.455;8.385;3.897;-1.583
16.203;6.377;4.800;-1.502;-7.079;-18.319;-7.174;-4.710;2.770;8.431;10.149;13.353;7.651;8.495;10.741;11.575;16.856;17.744;15.942;12.412;7.815;2.681;-1.879;6.938;8.989;8.865;10.998;14.265;16.180;14.690;8.174;4.965;-0.872
14.670;6.658;4.613;-1.974;-7.488;-19.659;-7.333;-5.541;2.525;8.713;8.834;13.053;6.784;7.852;10.679;10.335;13.789;15.995;15.763;12.788;8.956;3.428;-1.606;7.250;9.432;9.312;11.131;13.711;14.340;12.929;7.579;5.931;0.216
11.941;6.462;3.803;-2.461;-8.272;-21.503;-7.868;-7.275;1.354;8.190;7.443;11.965;5.364;6.852;10.122;8.465;10.001;13.402;14.439;12.197;9.197;3.547;-1.916;6.996;9.236;9.207;10.693;12.609;11.930;10.400;6.720;6.615;1.575
8.362;5.829;2.518;-2.587;-9.310;-23.684;-8.766;-9.736;-0.620;6.871;6.106;10.159;3.565;5.647;9.091;6.191;6.038;10.333;12.209;10.888;8.724;3.142;-2.665;6.215;8.378;8.549;9.707;11.102;9.273;7.490;5.785;6.970;3.107
4.405;4.852;1.058;-2.198;-10.296;-25.732;-9.852;-12.329;-2.913;5.074;4.761;7.924;1.706;4.469;7.730;3.854;2.425;7.222;9.536;9.280;7.960;2.564;-3.446;5.148;7.053;7.509;8.350;9.421;6.728;4.667;4.987;7.117;4.751
0.602;3.684;-0.273;-1.374;-10.864;-27.087;-10.851;-14.303;-4.915;3.241;3.264;5.619;0.074;3.483;6.268;1.811;-0.440;4.447;6.979;7.812;7.384;2.255;-3.773;4.126;5.556;6.332;6.862;7.806;4.581;2.330;4.485;7.249;6.440
-2.568;2.522;-1.337;-0.297;-10.790;-27.369;-11.545;-15.152;-6.205;1.695;1.599;3.504;-1.226;2.692;4.962;0.307;-2.363;2.244;4.969;6.766;7.311;2.541;-3.329;3.409;4.127;5.212;5.436;6.432;2.970;0.681;4.294;7.501;8.053
-4.808;1.566;-2.183;0.906;-10.030;-26.446;-11.847;-14.735;-6.650;0.567;-0.090;1.707;-2.246;1.993;4.039;-0.563;-3.370;0.695;3.668;6.203;7.807;3.527;-2.058;3.114;2.902;4.258;4.180;5.384;1.886;-0.276;4.297;7.897;9.436
-6.055;0.964;-2.937;2.219;-8.618;-24.345;-11.738;-13.149;-6.303;-0.127;-1.612;0.256;-3.110;1.245;3.590;-0.857;-3.644;-0.273;2.978;6.001;8.746;5.121;-0.095;3.231;1.944;3.511;3.124;4.638;1.210;-0.689;4.311;8.364;10.436
-6.470;0.714;-3.659;3.653;-6.616;-21.196;-11.211;-10.629;-5.328;-0.446;-2.801;-0.891;-3.956;0.311;3.495;-0.780;-3.467;-0.875;2.623;5.929;9.866;7.074;2.319;3.640;1.237;2.944;2.217;4.050;0.731;-0.838;4.117;8.752;10.895
-6.383;0.638;-4.204;5.144;-4.169;-17.235;-10.282;-7.513;-3.992;-0.532;-3.517;-1.840;-4.907;-0.905;3.493;-0.614;-3.151;-1.405;2.251;5.712;10.819;9.037;4.860;4.141;0.700;2.471;1.367;3.405;0.218;-1.070;3.498;8.878;10.676
-6.110;0.532;-4.147;6.567;-1.521;-12.806;-8.980;-4.226;-2.639;-0.576;-3.736;-2.714;-5.997;-2.345;3.320;-0.594;-2.912;-2.065;1.603;5.165;11.302;10.672;7.194;4.536;0.246;2.011;0.525;2.564;-0.445;-1.630;2.356;8.613;9.752
-5.796;0.333;-3.069;7.818;1.058;-8.301;-7.315;-1.212;-1.585;-0.730;-3.629;-3.613;-7.139;-3.778;2.801;-0.803;-2.774;-2.838;0.672;4.300;11.193;11.773;9.070;4.726;-0.146;1.557;-0.269;1.563;-1.206;-2.514;0.811;7.958;8.279
-5.439;0.098;-1.052;8.838;3.334;-4.067;-5.290;1.207;-0.982;-1.025;-3.487;-4.572;-8.187;-4.957;1.838;-1.218;-2.650;-3.554;-0.334;3.283;10.542;12.274;10.373;4.707;-0.428;1.171;-0.922;0.550;-1.921;-3.519;-0.860;7.011;6.530
-5.025;-0.127;1.296;9.622;5.151;-0.316;-2.933;2.954;-0.760;-1.366;-3.562;-5.566;-9.056;-5.796;0.383;-1.817;-2.507;-4.076;-1.188;2.280;9.447;12.181;11.087;4.502;-0.558;0.894;-1.390;-0.367;-2.503;-4.438;-2.402;5.874;4.742
-4.583;-0.326;3.347;10.248;6.521;2.923;-0.327;4.200;-0.680;-1.591;-3.981;-6.510;-9.737;-6.359;-1.506;-2.609;-2.407;-4.397;-1.750;1.382;8.011;11.555;11.289;4.134;-0.525;0.721;-1.686;-1.165;-2.957;-5.182;-3.667;4.634;3.060
-4.114;-0.466;4.822;10.806;7.631;5.772;2.332;5.234;-0.440;-1.498;-4.762;-7.273;-10.227;-6.727;-3.604;-3.542;-2.407;-4.553;-1.945;0.651;6.400;10.555;11.161;3.691;-0.298;0.668;-1.804;-1.814;-3.294;-5.701;-4.554;3.431;1.617
-3.564;-0.481;5.751;11.276;8.700;8.408;4.746;6.330;0.227;-0.880;-5.827;-7.696;-10.478;-6.941;-5.541;-4.447;-2.487;-4.533;-1.734;0.153;4.821;9.415;10.938;3.346;0.190;0.812;-1.679;-2.210;-3.453;-5.910;-4.963;2.468;0.574
-2.891;-0.358;6.269;11.512;9.807;10.953;6.642;7.650;1.444;0.383;-7.016;-7.667;-10.442;-7.041;-6.983;-5.117;-2.568;-4.289;-1.154;-0.098;3.413;8.325;10.789;3.251;0.974;1.220;-1.258;-2.258;-3.355;-5.738;-4.852;1.901;0.025
-2.170;-0.195;6.445;11.302;10.844;13.388;7.874;9.191;3.164;2.252;-8.101;-7.167;-10.109;-7.072;-7.799;-5.455;-2.577;-3.832;-0.352;-0.197;2.166;7.333;10.746;3.443;1.985;1.865;-0.585;-1.976;-2.997;-5.230;-4.304;1.749;-0.102
-1.595;-0.186;6.258;10.458;11.604;15.554;8.442;10.818;5.225;4.560;-8.842;-6.240;-9.516;-7.052;-8.103;-5.541;-2.496;-3.261;0.438;-0.306;0.959;6.360;10.739;3.851;3.079;2.639;0.205;-1.509;-2.477;-4.561;-3.539;1.912;-0.022
-1.390;-0.484;5.670;8.895;11.897;17.245;8.486;12.369;7.438;7.087;-9.110;-4.946;-8.744;-6.964;-8.145;-5.581;-2.358;-2.721;0.988;-0.575;-0.341;5.313;10.688;4.388;4.116;3.414;0.951;-1.050;-1.943;-3.937;-2.821;2.261;0.028
-1.649;-1.093;4.709;6.653;11.629;18.301;8.202;13.724;9.629;9.620;-8.943;-3.353;-7.902;-6.796;-8.173;-5.770;-2.205;-2.304;1.176;-1.069;-1.758;4.187;10.573;5.010;5.033;4.107;1.532;-0.741;-1.522;-3.481;-2.339;2.720;-0.080
-2.327;-1.909;3.445;3.863;10.796;18.659;7.684;14.832;11.657;11.976;-8.441;-1.583;-7.072;-6.583;-8.345;-6.230;-2.081;-2.025;0.974;-1.768;-3.190;3.071;10.431;5.711;5.835;4.684;1.886;-0.652;-1.308;-3.221;-2.163;3.266;-0.318
-3.336;-2.843;1.935;0.741;9.448;18.324;6.886;15.669;13.391;13.999;-7.676;0.177;-6.298;-6.384;-8.701;-7.016;-2.086;-1.897;0.382;-2.614;-4.500;2.068;10.297;6.468;6.531;5.130;1.992;-0.805;-1.388;-3.172;-2.289;3.884;-0.564
-4.568;-3.828;0.247;-2.369;7.691;17.340;5.756;16.203;14.738;15.586;-6.780;1.750;-5.595;-6.214;-9.140;-8.108;-2.353;-1.940;-0.535;-3.530;-5.545;1.254;10.181;7.250;7.125;5.448;1.893;-1.158;-1.804;-3.346;-2.639;4.563;-0.655
-5.901;-4.773;-1.491;-5.012;5.701;15.794;4.346;16.434;15.693;16.738;-5.990;3.039;-4.962;-6.026;-9.484;-9.398;-2.974;-2.139;-1.632;-4.410;-6.198;0.686;10.090;8.051;7.628;5.666;1.686;-1.602;-2.516;-3.710;-3.075;5.321;-0.432
-7.252;-5.570;-3.123;-6.798;3.677;13.790;2.743;16.380;16.292;17.503;-5.491;4.010;-4.410;-5.770;-9.587;-10.714;-3.984;-2.443;-2.739;-5.154;-6.382;0.384;10.020;8.872;8.038;5.802;1.465;-2.031;-3.438;-4.175;-3.469;6.161;0.196
-8.557;-6.114;-4.500;-7.576;1.773;11.405;1.009;16.030;16.542;17.896;-5.305;4.657;-3.938;-5.435;-9.365;-11.852;-5.327;-2.780;-3.696;-5.673;-6.086;0.341;9.943;9.692;8.314;5.867;1.296;-2.390;-4.466;-4.624;-3.742;7.055;1.215
-9.727;-6.333;-5.534;-7.424;0.122;8.810;-0.752;15.458;16.488;17.950;-5.354;5.013;-3.508;-5.034;-8.787;-12.610;-6.830;-3.088;-4.385;-5.904;-5.366;0.536;9.860;10.477;8.399;5.880;1.208;-2.670;-5.492;-4.971;-3.882;7.941;2.497
-10.672;-6.240;-6.193;-6.549;-1.130;6.343;-2.364;14.918;16.264;17.766;-5.550;5.147;-3.039;-4.577;-7.872;-12.836;-8.237;-3.340;-4.766;-5.832;-4.340;0.945;9.827;11.195;8.273;5.864;1.208;-2.874;-6.402;-5.211;-3.936;8.739;3.828
-11.284;-5.919;-6.448;-5.200;-1.884;4.324;-3.678;14.689;16.019;17.473;-5.788;5.169;-2.437;-4.053;-6.656;-12.446;-9.271;-3.488;-4.833;-5.448;-3.121;1.556;9.929;11.836;7.980;5.853;1.310;-2.975;-7.053;-5.341;-3.930;9.395;5.003
-11.407;-5.450;-6.229;-3.613;-2.131;2.886;-4.623;14.936;15.890;17.188;-5.980;5.224;-1.641;-3.425;-5.134;-11.410;-9.683;-3.408;-4.526;-4.692;-1.720;2.398;10.247;12.437;7.645;5.913;1.559;-2.869;-7.250;-5.252;-3.787;9.924;5.914
-10.869;-4.881;-5.492;-1.982;-1.950;1.978;-5.180;15.670;15.965;16.974;-6.100;5.454;-0.642;-2.616;-3.276;-9.750;-9.297;-2.918;-3.736;-3.466;-0.067;3.518;10.840;13.052;7.430;6.134;2.033;-2.391;-6.789;-4.736;-3.354;10.393;6.565
-9.605;-4.247;-4.307;-0.474;-1.495;1.427;-5.324;16.721;16.204;16.768;-6.148;5.881;0.489;-1.546;-1.110;-7.600;-8.113;-1.905;-2.444;-1.769;1.848;4.866;11.658;13.663;7.408;6.530;2.747;-1.439;-5.603;-3.652;-2.557;10.805;6.956
-7.786;-3.619;-2.921;0.740;-0.974;1.004;-5.067;17.780;16.404;16.350;-6.011;6.334;1.551;-0.269;1.173;-5.306;-6.432;-0.503;-0.829;0.189;3.844;6.210;12.480;14.089;7.457;6.934;3.538;-0.147;-3.903;-2.148;-1.557;10.994;6.957
-5.797;-3.073;-1.680;1.485;-0.628;0.470;-4.543;18.463;16.255;15.420;-5.401;6.504;2.257;0.969;3.250;-3.359;-4.812;0.906;0.757;2.017;5.588;7.201;12.957;14.045;7.311;7.046;4.088;1.124;-2.147;-0.644;-0.698;10.682;6.339
-4.016;-2.564;-0.800;1.703;-0.597;-0.311;-3.968;18.465;15.504;13.792;-4.093;6.165;2.431;1.916;4.852;-2.092;-3.751;1.939;2.003;3.386;6.836;7.602;12.825;13.368;6.791;6.662;4.143;2.041;-0.763;0.474;-0.252;9.717;5.023
-2.581;-1.862;-0.171;1.610;-0.741;-1.207;-3.464;17.725;14.111;11.553;-2.254;5.377;2.187;2.542;5.911;-1.465;-3.378;2.482;2.868;4.267;7.646;7.500;12.117;12.188;5.997;5.875;3.739;2.538;0.103;1.120;-0.209;8.263;3.262
-1.470;-0.748;0.498;1.570;-0.732;-1.916;-3.004;16.361;12.184;8.955;-0.374;4.415;1.838;2.998;6.461;-1.211;-3.489;2.640;3.507;4.848;8.264;7.209;11.088;10.806;5.183;4.973;3.115;2.744;0.557;1.417;-0.390;6.689;1.481
-0.727;0.731;1.352;1.801;-0.341;-2.258;-2.458;14.444;9.769;6.176;1.082;3.531;1.650;3.415;6.487;-1.139;-3.798;2.519;4.023;5.277;8.840;6.975;9.940;9.420;4.503;4.178;2.484;2.770;0.745;1.434;-0.701;5.275;-0.015
-0.456;2.291;2.301;2.267;0.425;-2.272;-1.686;11.941;6.849;3.260;1.863;2.820;1.713;3.816;5.967;-1.195;-4.054;2.152;4.375;5.562;9.333;6.842;8.721;8.048;3.939;3.539;1.947;2.650;0.770;1.136;-1.177;4.092;-1.152
-0.642;3.645;3.154;2.775;1.403;-2.085;-0.633;8.879;3.521;0.262;1.970;2.251;1.975;4.162;4.992;-1.350;-4.041;1.587;4.473;5.656;9.636;6.740;7.418;6.624;3.401;3.007;1.536;2.408;0.700;0.510;-1.852;3.076;-1.988
-1.129;4.620;3.751;3.086;2.372;-1.772;0.648;5.466;0.059;-2.682;1.586;1.732;2.296;4.398;3.793;-1.538;-3.629;0.917;4.245;5.495;9.662;6.581;6.064;5.107;2.815;2.509;1.244;2.074;0.571;-0.372;-2.706;2.118;-2.636
-1.731;5.153;4.027;3.016;3.136;-1.351;2.091;1.999;-3.259;-5.438;0.945;1.156;2.501;4.461;2.657;-1.674;-2.858;0.217;3.666;5.006;9.354;6.288;4.734;3.496;2.124;1.972;1.023;1.657;0.366;-1.410;-3.707;1.121;-3.230
-2.280;5.292;4.049;2.585;3.595;-0.820;3.626;-1.274;-6.270;-7.935;0.279;0.441;2.456;4.302;1.830;-1.686;-1.929;-0.492;2.785;4.136;8.708;5.827;3.521;1.826;1.294;1.338;0.811;1.141;0.034;-2.532;-4.827;0.034;-3.895
-2.629;5.185;4.009;2.118;3.841;-0.140;5.172;-4.139;-8.840;-10.092;-0.232;-0.417;2.117;3.931;1.458;-1.519;-1.086;-1.190;1.728;2.931;7.826;5.285;2.562;0.209;0.364;0.618;0.585;0.548;-0.437;-3.660;-5.994;-1.100;-4.686
-2.692;5.025;4.112;2.108;4.177;0.845;6.710;-6.331;-10.757;-11.756;-0.576;-1.345;1.524;3.431;1.565;-1.149;-0.501;-1.809;0.641;1.543;6.918;4.870;2.052;-1.173;-0.552;-0.096;0.373;-0.036;-0.991;-4.677;-7.094;-2.165;-5.569
-2.466;4.946;4.438;2.890;4.946;2.351;8.314;-7.565;-11.781;-12.761;-0.893;-2.239;0.769;2.911;2.019;-0.614;-0.228;-2.271;-0.391;0.143;6.177;4.780;2.165;-2.152;-1.330;-0.703;0.203;-0.515;-1.538;-5.488;-8.041;-3.045;-6.471
-2.024;4.928;4.896;4.434;6.266;4.451;9.985;-7.676;-11.792;-13.010;-1.248;-2.990;-0.012;2.447;2.536;-0.026;-0.200;-2.559;-1.376;-1.187;5.633;5.049;2.929;-2.669;-1.907;-1.160;0.044;-0.862;-2.006;-6.079;-8.832;-3.681;-7.345
-1.554;4.767;5.281;6.359;7.943;6.963;11.504;-6.738;-10.877;-12.523;-1.462;-3.510;-0.663;2.029;2.758;0.432;-0.286;-2.758;-2.416;-2.483;5.121;5.501;4.174;-2.807;-2.311;-1.525;-0.203;-1.143;-2.373;-6.538;-9.555;-4.098;-8.193
-1.329;4.159;5.381;8.104;9.616;9.545;12.531;-5.020;-9.291;-11.432;-1.211;-3.780;-1.102;1.567;2.384;0.554;-0.407;-3.026;-3.661;-3.862;4.389;5.850;5.599;-2.742;-2.633;-1.946;-0.672;-1.486;-2.658;-6.987;-10.326;-4.416;-9.049
-1.562;2.876;5.050;9.161;10.948;11.861;12.822;-2.857;-7.343;-9.936;-0.263;-3.842;-1.348;0.983;1.305;0.198;-0.593;-3.493;-5.211;-5.433;3.230;5.845;6.897;-2.652;-2.975;-2.576;-1.467;-1.999;-2.889;-7.489;-11.201;-4.786;-9.941
-2.276;0.896;4.183;9.227;11.710;13.665;12.333;-0.573;-5.307;-8.248;1.407;-3.745;-1.472;0.293;-0.369;-0.638;-0.950;-4.184;-7.054;-7.238;1.562;5.348;7.843;-2.658;-3.401;-3.487;-2.604;-2.706;-3.081;-8.004;-12.132;-5.321;-10.869
-3.293;-1.595;2.669;8.254;11.814;14.834;11.213;1.580;-3.368;-6.545;3.642;-3.497;-1.531;-0.409;-2.336;-1.800;-1.540;-5.011;-9.049;-9.209;-0.563;4.359;8.337;-2.813;-3.921;-4.634;-3.992;-3.547;-3.231;-8.420;-13.007;-6.057;-11.813
-4.301;-4.270;0.501;6.461;11.347;15.393;9.746;3.494;-1.569;-4.906;6.137;-3.069;-1.529;-0.986;-4.140;-3.012;-2.263;-5.806;-10.927;-11.141;-2.939;3.021;8.452;-3.088;-4.488;-5.859;-5.435;-4.380;-3.293;-8.607;-13.665;-6.927;-12.739
-5.003;-6.765;-2.109;4.259;10.527;15.503;8.238;5.193;0.153;-3.323;8.539;-2.444;-1.442;-1.308;-5.322;-3.975;-2.896;-6.382;-12.377;-12.757;-5.256;1.584;8.390;-3.386;-5.006;-6.934;-6.682;-5.027;-3.197;-8.451;-13.953;-7.783;-13.590
-5.281;-8.777;-4.769;2.125;9.598;15.388;6.905;6.742;1.879;-1.747;10.556;-1.646;-1.227;-1.297;-5.600;-4.480;-3.245;-6.624;-13.206;-13.844;-7.214;0.287;8.378;-3.584;-5.360;-7.648;-7.518;-5.334;-2.906;-7.902;-13.798;-8.465;-14.293
-5.203;-10.091;-7.073;0.492;8.759;15.261;5.848;8.199;3.671;-0.108;11.985;-0.715;-0.851;-0.941;-4.938;-4.456;-3.280;-6.531;-13.412;-14.342;-8.630;-0.703;8.575;-3.569;-5.415;-7.852;-7.817;-5.219;-2.439;-7.029;-13.234;-8.844;-14.758
-4.971;-10.624;-8.770;-0.388;8.120;15.253;5.085;9.615;5.582;1.687;12.694;0.338;-0.328;-0.302;-3.497;-3.969;-3.130;-6.230;-13.141;-14.338;-9.487;-1.317;9.031;-3.267;-5.047;-7.493;-7.569;-4.700;-1.870;-6.030;-12.387;-8.835;-14.899
-4.882;-10.487;-9.819;-0.609;7.682;15.371;4.560;11.004;7.604;3.699;12.637;1.506;0.264;0.478;-1.564;-3.203;-2.975;-5.942;-12.630;-14.007;-9.903;-1.575;9.694;-2.650;-4.200;-6.617;-6.866;-3.895;-1.322;-5.177;-11.436;-8.405;-14.655
-5.244;-9.945;-10.320;-0.558;7.354;15.506;4.139;12.309;9.644;5.917;11.868;2.773;0.821;1.226;0.530;-2.385;-2.930;-5.882;-12.102;-13.511;-10.037;-1.536;10.451;-1.718;-2.899;-5.339;-5.837;-2.974;-0.917;-4.693;-10.540;-7.548;-13.967
-6.244;-9.289;-10.415;-0.644;6.992;15.479;3.599;13.395;11.555;8.258;10.540;4.107;1.254;1.796;2.485;-1.686;-3.008;-6.142;-11.661;-12.940;-9.991;-1.261;11.184;-0.470;-1.217;-3.773;-4.593;-2.084;-0.710;-4.647;-9.745;-6.260;-12.769
-7.892;-8.745;-10.247;-1.143;6.422;15.071;2.696;14.092;13.180;10.582;8.909;5.448;1.501;2.068;4.050;-1.218;-3.182;-6.673;-11.322;-12.342;-9.823;-0.829;11.776;1.057;0.732;-2.023;-3.214;-1.309;-0.688;-4.955;-9.001;-4.589;-11.035
-10.023;-8.467;-9.994;-2.215;5.469;14.074;1.266;14.242;14.375;12.699;7.306;6.688;1.508;1.911;5.020;-1.064;-3.464;-7.365;-11.091;-11.792;-9.618;-0.372;12.084;2.747;2.791;-0.211;-1.798;-0.704;-0.832;-5.485;-8.256;-2.689;-8.870
-12.286;-8.517;-9.837;-3.903;4.021;12.370;-0.683;13.759;15.040;14.424;6.034;7.715;1.265;1.235;5.306;-1.250;-3.893;-8.095;-10.947;-11.374;-9.469;-0.047;11.972;4.436;4.795;1.538;-0.440;-0.281;-1.124;-6.122;-7.486;-0.769;-6.497
-14.205;-8.828;-9.827;-6.041;2.132;10.029;-2.968;12.683;15.190;15.671;5.229;8.504;0.890;0.110;5.006;-1.674;-4.478;-8.711;-10.779;-11.104;-9.386;0.079;11.419;6.029;6.670;3.175;0.824;0.030;-1.496;-6.724;-6.656;1.034;-4.150
-15.365;-9.232;-9.816;-8.226;0.038;7.325;-5.290;11.222;15.000;16.519;4.798;9.187;0.656;-1.215;4.335;-2.140;-5.172;-9.039;-10.408;-10.898;-9.262;0.089;10.579;7.565;8.485;4.762;2.038;0.385;-1.811;-7.109;-5.707;2.732;-1.965
-15.620;-9.584;-9.605;-9.948;-1.932;4.635;-7.313;9.698;14.746;17.170;4.479;10.008;0.868;-2.427;3.462;-2.484;-5.916;-8.979;-9.723;-10.644;-8.953;0.142;9.716;9.158;10.385;6.399;3.259;0.914;-1.959;-7.145;-4.619;4.417;0.010
-15.156;-9.886;-9.201;-10.825;-3.510;2.279;-8.793;8.383;14.638;17.799;4.069;11.173;1.658;-3.250;2.441;-2.673;-6.670;-8.595;-8.803;-10.312;-8.434;0.324;9.051;10.865;12.444;8.098;4.471;1.611;-1.934;-6.871;-3.489;6.126;1.719
-14.378;-10.265;-8.927;-10.757;-4.554;0.423;-9.690;7.407;14.737;18.467;3.569;12.736;2.940;-3.446;1.279;-2.780;-7.403;-8.104;-7.911;-9.996;-7.841;0.593;8.677;12.634;14.615;9.775;5.598;2.351;-1.804;-6.486;-2.525;7.793;3.071
-13.696;-10.801;-9.215;-9.897;-5.001;-0.863;-10.073;6.808;15.031;19.189;3.031;14.615;4.532;-2.860;0.039;-2.902;-8.072;-7.743;-7.301;-9.798;-7.323;0.897;8.622;14.385;16.786;11.339;6.576;3.004;-1.629;-6.207;-1.918;9.334;4.013
-13.346;-11.404;-10.269;-8.545;-4.845;-1.529;-9.932;6.608;15.485;19.962;2.338;16.614;6.223;-1.585;-1.167;-3.115;-8.625;-7.641;-7.062;-9.722;-6.898;1.268;8.908;16.059;18.827;12.731;7.389;3.497;-1.447;-6.143;-1.734;10.706;4.588
-13.375;-11.902;-11.894;-7.075;-4.184;-1.579;-9.183;6.766;15.989;20.692;1.300;18.404;7.745;-0.020;-2.244;-3.498;-9.035;-7.810;-7.140;-9.710;-6.468;1.773;9.518;17.569;20.568;13.865;8.000;3.770;-1.312;-6.329;-1.961;11.858;4.862
-13.680;-12.175;-13.587;-5.795;-3.196;-1.134;-7.839;7.136;16.350;21.173;-0.090;19.591;8.800;1.336;-3.126;-4.105;-9.309;-8.196;-7.440;-9.715;-5.921;2.435;10.356;18.774;21.799;14.613;8.334;3.771;-1.298;-6.777;-2.561;12.712;4.860
