Fp2;F8;FT8;T8;TP8;P8;TP10;O2;Oz;O1;TP9;P7;TP7;T7;FT7;F7;FP1;AFz;F4;FC4;C4;CP4;P4;Pz;P3;CP3;C3;FC3;F3;Fz;FCz;CPz;Cz
-0.528;-3.410;-2.106;0.686;0.595;1.598;-0.809;9.386;10.585;12.924;1.183;3.284;0.987;-1.365;-4.751;-5.333;-3.411;-4.438;-5.807;-7.438;-3.038;3.933;11.057;8.650;8.485;0.790;-4.107;-5.739;-4.589;-5.110;-5.871;1.560;-0.573
-0.090;-2.818;-1.897;0.565;0.549;1.926;-2.390;11.405;12.253;13.385;1.480;2.176;0.411;-1.153;-4.251;-4.545;-3.071;-4.409;-6.122;-6.877;-1.666;6.330;13.918;11.496;10.114;2.293;-2.667;-4.668;-4.097;-4.994;-5.723;3.788;0.623
0.264;-2.104;-1.530;0.491;0.482;2.273;-3.896;13.160;13.665;13.640;1.787;1.137;0.004;-0.865;-3.697;-3.768;-2.869;-4.356;-6.330;-6.220;-0.242;8.707;16.589;14.078;11.461;3.800;-1.225;-3.599;-3.546;-4.703;-5.339;5.955;1.827
0.516;-1.266;-0.956;0.566;0.460;2.702;-5.099;14.668;14.799;13.697;1.811;0.182;-0.286;-0.545;-3.128;-3.093;-2.936;-4.301;-6.292;-5.422;1.288;11.024;19.034;16.364;12.521;5.275;0.160;-2.571;-2.979;-4.252;-4.622;8.030;3.057
0.636;-0.326;-0.213;0.797;0.471;3.175;-5.842;15.862;15.602;13.514;1.399;-0.717;-0.523;-0.251;-2.542;-2.533;-3.245;-4.253;-5.968;-4.511;2.868;13.137;21.106;18.264;13.291;6.655;1.430;-1.609;-2.405;-3.691;-3.591;9.948;4.275
0.655;0.696;0.602;1.103;0.441;3.582;-6.092;16.622;15.999;13.018;0.599;-1.564;-0.737;-0.033;-1.881;-2.002;-3.585;-4.175;-5.395;-3.570;4.315;14.826;22.586;19.637;13.756;7.871;2.568;-0.693;-1.768;-3.068;-2.341;11.616;5.395
0.610;1.717;1.347;1.338;0.286;3.797;-5.947;16.820;15.899;12.125;-0.364;-2.323;-0.923;0.093;-1.089;-1.359;-3.655;-4.003;-4.679;-2.704;5.373;15.852;23.248;20.333;13.882;8.868;3.604;0.243;-0.960;-2.411;-1.020;12.923;6.303
0.491;2.547;1.847;1.325;-0.073;3.698;-5.571;16.349;15.192;10.741;-1.183;-2.980;-1.081;0.153;-0.208;-0.505;-3.221;-3.700;-3.980;-2.031;5.796;16.010;22.909;20.228;13.591;9.564;4.550;1.257;0.087;-1.735;0.188;13.726;6.869
0.304;3.002;1.958;0.937;-0.675;3.213;-5.096;15.156;13.787;8.782;-1.616;-3.589;-1.247;0.212;0.654;0.571;-2.184;-3.252;-3.430;-1.626;5.472;15.216;21.493;19.256;12.787;9.838;5.343;2.346;1.359;-1.026;1.123;13.886;6.989
0.170;3.065;1.679;0.184;-1.468;2.389;-4.578;13.282;11.681;6.245;-1.592;-4.216;-1.437;0.424;1.459;1.838;-0.529;-2.596;-3.030;-1.458;4.494;13.565;19.110;17.466;11.441;9.597;5.893;3.479;2.822;-0.192;1.749;13.360;6.655
0.323;2.916;1.181;-0.767;-2.286;1.396;-3.977;10.886;8.999;3.255;-1.224;-4.885;-1.627;0.971;2.287;3.271;1.729;-1.612;-2.631;-1.380;3.142;11.317;16.045;15.023;9.621;8.831;6.133;4.619;4.468;0.882;2.174;12.235;5.960
1.037;2.842;0.735;-1.650;-2.925;0.441;-3.198;8.211;5.979;0.031;-0.706;-5.619;-1.817;1.870;3.239;4.853;4.498;-0.216;-2.000;-1.218;1.757;8.793;12.653;12.135;7.429;7.590;6.008;5.683;6.266;2.232;2.564;10.664;5.020
2.502;3.078;0.583;-2.206;-3.239;-0.312;-2.161;5.540;2.929;-3.175;-0.192;-6.455;-2.059;2.926;4.315;6.550;7.550;1.568;-0.960;-0.859;0.604;6.271;9.231;8.999;4.973;5.961;5.488;6.549;8.123;3.770;3.019;8.789;3.913
4.735;3.711;0.837;-2.287;-3.182;-0.780;-0.864;3.125;0.155;-6.137;0.238;-7.378;-2.366;3.885;5.380;8.277;10.550;3.618;0.535;-0.295;-0.201;3.919;5.954;5.797;2.383;4.084;4.633;7.144;9.889;5.350;3.532;6.738;2.695
7.562;4.691;1.459;-1.892;-2.782;-0.958;0.645;1.104;-2.144;-8.705;0.559;-8.284;-2.664;4.577;6.252;9.880;13.148;5.740;2.380;0.392;-0.696;1.786;2.886;2.685;-0.189;2.145;3.587;7.462;11.394;6.800;3.996;4.632;1.402
10.634;5.860;2.277;-1.165;-2.115;-0.897;2.291;-0.508;-3.913;-10.830;0.813;-9.037;-2.842;4.949;6.829;11.181;15.099;7.694;4.329;1.055;-1.056;-0.175;0.012;-0.235;-2.613;0.311;2.490;7.510;12.482;7.920;4.224;2.563;0.026
13.460;6.944;3.002;-0.371;-1.320;-0.693;3.941;-1.813;-5.230;-12.554;1.172;-9.547;-2.823;5.027;7.114;12.036;16.337;9.220;5.996;1.480;-1.564;-2.081;-2.742;-2.949;-4.827;-1.344;1.397;7.255;13.026;8.488;3.978;0.555;-1.496
15.517;7.596;3.302;0.172;-0.597;-0.498;5.386;-3.017;-6.301;-13.999;1.907;-9.805;-2.619;4.873;7.148;12.351;16.934;10.090;6.957;1.439;-2.525;-4.087;-5.504;-5.520;-6.845;-2.842;0.268;6.628;12.946;8.327;3.058;-1.449;-3.233
16.418;7.562;2.955;0.231;-0.132;-0.473;6.423;-4.393;-7.399;-15.302;3.183;-9.848;-2.285;4.567;6.967;12.120;17.005;10.191;6.953;0.806;-4.085;-6.290;-8.383;-8.012;-8.701;-4.233;-0.947;5.607;12.247;7.420;1.445;-3.490;-5.157
16.056;6.810;1.982;-0.222;-0.009;-0.721;6.975;-6.196;-8.768;-16.537;4.853;-9.683;-1.837;4.227;6.624;11.464;16.650;9.603;6.013;-0.356;-6.134;-8.647;-11.389;-10.411;-10.373;-5.511;-2.201;4.300;11.070;5.977;-0.642;-5.497;-7.061
14.623;5.493;0.592;-1.081;-0.239;-1.292;7.082;-8.619;-10.574;-17.747;6.559;-9.319;-1.288;3.934;6.173;10.564;15.901;8.513;4.384;-1.872;-8.425;-11.045;-14.465;-12.674;-11.827;-6.657;-3.396;2.879;9.619;4.294;-2.852;-7.331;-8.662
12.510;3.829;-0.966;-2.211;-0.817;-2.201;6.833;-11.715;-12.854;-18.986;8.018;-8.850;-0.741;3.650;5.608;9.516;14.687;7.060;2.369;-3.603;-10.758;-13.418;-17.565;-14.828;-13.120;-7.726;-4.510;1.451;8.018;2.570;-4.906;-8.932;-9.797
10.209;2.060;-2.466;-3.448;-1.688;-3.344;6.350;-15.236;-15.389;-20.216;9.080;-8.415;-0.336;3.274;4.883;8.337;12.945;5.350;0.248;-5.451;-12.989;-15.707;-20.598;-16.915;-14.336;-8.798;-5.587;0.040;6.296;0.900;-6.642;-10.322;-10.455
8.223;0.462;-3.694;-4.557;-2.666;-4.444;5.794;-18.625;-17.728;-21.241;9.642;-8.093;-0.134;2.766;3.999;7.054;10.752;3.562;-1.708;-7.285;-14.942;-17.766;-23.352;-18.880;-15.466;-9.872;-6.627;-1.319;4.503;-0.604;-7.950;-11.500;-10.677
6.926;-0.715;-4.500;-5.335;-3.498;-5.174;5.330;-21.310;-19.449;-21.833;9.659;-7.880;-0.107;2.152;3.011;5.732;8.318;1.926;-3.278;-8.944;-16.442;-19.396;-25.563;-20.603;-16.428;-10.874;-7.575;-2.559;2.735;-1.809;-8.765;-12.442;-10.525
6.426;-1.369;-4.868;-5.722;-3.993;-5.331;5.110;-22.984;-20.389;-21.896;9.197;-7.752;-0.206;1.460;1.982;4.442;5.898;0.590;-4.389;-10.330;-17.438;-20.480;-27.076;-22.006;-17.174;-11.754;-8.392;-3.635;1.090;-2.646;-9.125;-13.169;-10.133
6.519;-1.589;-4.932;-5.818;-4.095;-4.896;5.263;-23.623;-20.624;-21.467;8.420;-7.663;-0.374;0.697;0.950;3.227;3.732;-0.438;-5.166;-11.462;-18.046;-21.049;-27.912;-23.107;-17.727;-12.527;-9.093;-4.563;-0.372;-3.153;-9.195;-13.779;-9.713
6.810;-1.584;-4.886;-5.778;-3.859;-3.972;5.841;-23.367;-20.315;-20.621;7.529;-7.516;-0.531;-0.130;-0.068;2.108;2.018;-1.241;-5.842;-12.427;-18.453;-21.234;-28.201;-23.977;-18.135;-13.224;-9.693;-5.377;-1.619;-3.430;-9.186;-14.399;-9.473
6.937;-1.560;-4.873;-5.710;-3.395;-2.711;6.784;-22.411;-19.609;-19.402;6.691;-7.195;-0.607;-1.012;-1.056;1.103;0.892;-1.903;-6.609;-13.305;-18.796;-21.169;-28.078;-24.674;-18.407;-13.836;-10.171;-6.081;-2.623;-3.565;-9.249;-15.108;-9.526
6.721;-1.646;-4.946;-5.648;-2.814;-1.279;7.973;-20.949;-18.598;-17.831;5.996;-6.624;-0.566;-1.954;-1.994;0.231;0.400;-2.479;-7.562;-14.126;-19.126;-20.938;-27.627;-25.209;-18.488;-14.317;-10.469;-6.639;-3.365;-3.624;-9.453;-15.907;-9.864
6.184;-1.881;-5.075;-5.566;-2.190;0.166;9.284;-19.144;-17.330;-15.936;5.461;-5.818;-0.423;-2.962;-2.881;-0.521;0.451;-3.013;-8.705;-14.870;-19.426;-20.568;-26.885;-25.538;-18.301;-14.601;-10.554;-7.016;-3.866;-3.694;-9.817;-16.719;-10.418
5.476;-2.229;-5.191;-5.403;-1.550;1.514;10.599;-17.112;-15.825;-13.774;5.104;-4.883;-0.239;-4.031;-3.743;-1.203;0.814;-3.575;-9.946;-15.482;-19.633;-20.038;-25.842;-25.592;-17.783;-14.639;-10.448;-7.232;-4.205;-3.911;-10.341;-17.431;-11.126
4.767;-2.599;-5.216;-5.094;-0.885;2.734;11.779;-14.915;-14.087;-11.399;4.988;-3.951;-0.075;-5.102;-4.598;-1.872;1.187;-4.229;-11.108;-15.889;-19.631;-19.280;-24.435;-25.283;-16.905;-14.405;-10.221;-7.353;-4.503;-4.402;-11.005;-17.930;-11.954
4.197;-2.857;-5.062;-4.581;-0.164;3.870;12.728;-12.557;-12.086;-8.818;5.140;-3.079;0.073;-6.005;-5.399;-2.511;1.349;-4.961;-11.965;-15.987;-19.270;-18.181;-22.555;-24.505;-15.633;-13.865;-9.928;-7.447;-4.858;-5.193;-11.749;-18.105;-12.862
3.905;-2.832;-4.619;-3.807;0.656;4.998;13.459;-10.002;-9.754;-5.985;5.450;-2.199;0.294;-6.424;-5.989;-2.973;1.292;-5.625;-12.286;-15.641;-18.389;-16.609;-20.092;-23.131;-13.909;-12.971;-9.579;-7.546;-5.273;-6.144;-12.439;-17.831;-13.762
4.009;-2.393;-3.821;-2.760;1.588;6.159;14.050;-7.259;-7.071;-2.885;5.758;-1.200;0.694;-6.034;-6.155;-3.062;1.221;-6.013;-11.948;-14.761;-16.901;-14.485;-17.033;-21.072;-11.707;-11.716;-9.190;-7.671;-5.662;-7.025;-12.920;-16.999;-14.531
4.515;-1.554;-2.732;-1.545;2.561;7.291;14.512;-4.442;-4.161;0.376;6.005;-0.058;1.289;-4.769;-5.723;-2.686;1.405;-5.980;-11.024;-13.400;-14.888;-11.879;-13.527;-18.352;-9.101;-10.192;-8.830;-7.859;-5.923;-7.631;-13.103;-15.584;-15.073
5.288;-0.463;-1.529;-0.360;3.417;8.233;14.746;-1.778;-1.295;3.556;6.241;1.139;1.983;-2.911;-4.670;-1.933;1.994;-5.506;-9.739;-11.747;-12.578;-9.004;-9.851;-15.116;-6.246;-8.532;-8.534;-8.104;-5.977;-7.850;-12.982;-13.655;-15.316
6.144;0.699;-0.419;0.585;3.966;8.793;14.582;0.479;1.230;6.364;6.532;2.256;2.646;-0.907;-3.158;-1.007;2.939;-4.666;-8.328;-10.025;-10.235;-6.122;-6.293;-11.563;-3.293;-6.795;-8.189;-8.285;-5.773;-7.626;-12.573;-11.336;-15.184
6.951;1.800;0.454;1.151;4.071;8.835;13.859;2.167;3.257;8.595;6.868;3.190;3.188;0.867;-1.457;-0.062;4.091;-3.530;-6.944;-8.394;-8.036;-3.447;-3.048;-7.868;-0.340;-4.948;-7.579;-8.193;-5.263;-6.923;-11.866;-8.742;-14.579
7.686;2.799;1.038;1.309;3.700;8.322;12.518;3.303;4.835;10.230;7.151;3.910;3.585;2.234;0.225;0.883;5.348;-2.118;-5.616;-6.905;-6.041;-1.093;-0.185;-4.137;2.561;-2.922;-6.521;-7.652;-4.411;-5.725;-10.812;-5.942;-13.413
8.428;3.725;1.351;1.126;2.885;7.289;10.590;4.027;6.133;11.418;7.290;4.430;3.860;3.183;1.784;1.850;6.685;-0.455;-4.280;-5.527;-4.242;0.906;2.300;-0.438;5.376;-0.681;-4.968;-6.609;-3.256;-4.086;-9.373;-2.993;-11.673
9.261;4.627;1.435;0.700;1.656;5.775;8.120;4.473;7.297;12.351;7.299;4.780;4.032;3.761;3.143;2.804;8.064;1.375;-2.853;-4.207;-2.632;2.548;4.417;3.162;8.076;1.755;-2.993;-5.130;-1.929;-2.146;-7.557;0.018;-9.443
10.178;5.543;1.348;0.117;0.041;3.828;5.145;4.728;8.403;13.169;7.269;4.972;4.107;4.020;4.240;3.678;9.390;3.229;-1.287;-2.905;-1.207;3.854;6.171;6.607;10.658;4.323;-0.729;-3.342;-0.605;-0.081;-5.429;2.993;-6.864
11.057;6.472;1.169;-0.557;-1.887;1.552;1.748;4.876;9.489;13.941;7.269;5.011;4.095;4.037;5.072;4.428;10.522;4.938;0.415;-1.597;0.069;4.881;7.587;9.872;13.139;6.946;1.689;-1.389;0.575;1.944;-3.077;5.864;-4.084
11.698;7.342;0.972;-1.289;-3.978;-0.882;-1.885;5.023;10.580;14.685;7.268;4.916;4.037;3.910;5.682;5.010;11.317;6.342;2.179;-0.292;1.237;5.709;8.703;12.935;15.526;9.540;4.156;0.600;1.541;3.788;-0.610;8.597;-1.230
11.877;8.000;0.769;-2.094;-6.052;-3.291;-5.469;5.245;11.639;15.350;7.146;4.737;4.010;3.742;6.119;5.368;11.669;7.325;3.834;0.952;2.293;6.410;9.532;15.748;17.769;12.013;6.598;2.525;2.295;5.353;1.844;11.153;1.585
11.403;8.267;0.496;-3.025;-7.976;-5.550;-8.725;5.515;12.527;15.784;6.788;4.495;4.069;3.591;6.409;5.466;11.508;7.818;5.153;2.041;3.166;6.996;10.046;18.208;19.737;14.247;8.942;4.311;2.876;6.585;4.146;13.448;4.264
10.185;8.027;0.063;-4.125;-9.700;-7.617;-11.490;5.712;13.020;15.769;6.188;4.134;4.202;3.462;6.564;5.331;10.774;7.813;5.946;2.879;3.760;7.418;10.194;20.166;21.249;16.106;11.089;5.890;3.318;7.479;6.171;15.355;6.714
8.263;7.282;-0.591;-5.395;-11.230;-9.493;-13.716;5.673;12.891;15.102;5.453;3.537;4.328;3.330;6.609;5.033;9.467;7.360;6.128;3.393;3.991;7.580;9.929;21.463;22.126;17.452;12.903;7.193;3.630;8.048;7.813;16.731;8.841
5.834;6.149;-1.456;-6.767;-12.555;-11.171;-15.379;5.277;12.014;13.671;4.721;2.570;4.327;3.139;6.566;4.626;7.682;6.547;5.740;3.570;3.830;7.397;9.264;21.972;22.237;18.161;14.221;8.134;3.779;8.285;8.978;17.453;10.524
3.235;4.854;-2.415;-8.069;-13.594;-12.592;-16.365;4.543;10.465;11.525;4.042;1.146;4.078;2.803;6.405;4.117;5.585;5.463;4.969;3.494;3.374;6.875;8.322;21.661;21.537;18.157;14.907;8.617;3.683;8.156;9.615;17.473;11.639
0.867;3.695;-3.245;-9.030;-14.178;-13.589;-16.507;3.719;8.583;8.916;3.344;-0.686;3.529;2.275;6.087;3.530;3.351;4.217;4.099;3.345;2.869;6.172;7.356;20.657;20.125;17.487;14.932;8.604;3.273;7.669;9.767;16.857;12.125
-0.897;2.960;-3.687;-9.365;-14.099;-13.896;-15.719;3.225;6.872;6.253;2.538;-2.731;2.745;1.604;5.633;2.961;1.155;2.964;3.416;3.326;2.624;5.550;6.678;19.227;18.227;16.335;14.404;8.175;2.572;6.918;9.562;15.773;12.006
-1.794;2.807;-3.557;-8.918;-13.218;-13.273;-14.030;3.410;5.734;3.908;1.609;-4.752;1.853;0.869;5.099;2.525;-0.804;1.855;3.093;3.544;2.835;5.231;6.511;17.644;16.092;14.908;13.495;7.472;1.689;6.026;9.119;14.393;11.325
-1.739;3.184;-2.850;-7.741;-11.538;-11.645;-11.524;4.357;5.300;2.077;0.625;-6.569;0.966;0.119;4.542;2.305;-2.274;0.996;3.125;3.944;3.450;5.273;6.881;16.084;13.894;13.351;12.368;6.622;0.778;5.066;8.476;12.820;10.091
-0.868;3.854;-1.737;-6.057;-9.194;-9.126;-8.368;5.915;5.486;0.805;-0.278;-8.041;0.194;-0.601;4.030;2.345;-2.991;0.424;3.335;4.349;4.202;5.570;7.643;14.609;11.746;11.754;11.173;5.737;0.015;4.072;7.594;11.102;8.323
0.520;4.518;-0.492;-4.177;-6.418;-5.974;-4.838;7.840;6.107;0.049;-0.923;-9.071;-0.379;-1.219;3.628;2.626;-2.798;0.111;3.465;4.542;4.745;5.921;8.565;13.192;9.707;10.175;10.028;4.909;-0.472;3.063;6.403;9.253;6.096
2.083;4.926;0.590;-2.416;-3.503;-2.499;-1.263;9.872;6.934;-0.315;-1.166;-9.663;-0.746;-1.677;3.316;3.031;-1.745;-0.029;3.284;4.338;4.798;6.115;9.401;11.738;7.761;8.617;8.952;4.167;-0.682;2.050;4.840;7.264;3.545
3.523;4.936;1.269;-1.026;-0.742;1.021;2.069;11.776;7.736;-0.476;-0.953;-9.937;-0.969;-1.933;2.990;3.387;-0.071;-0.096;2.669;3.637;4.232;6.001;9.944;10.113;5.822;7.017;7.853;3.464;-0.736;1.043;2.895;5.118;0.842
4.659;4.560;1.444;-0.126;1.653;4.377;4.958;13.353;8.318;-0.641;-0.341;-10.060;-1.121;-1.952;2.556;3.564;1.907;-0.162;1.665;2.479;3.108;5.536;10.084;8.220;3.782;5.286;6.594;2.717;-0.784;0.067;0.659;2.842;-1.822
5.466;3.949;1.178;0.297;3.570;7.409;7.300;14.400;8.500;-1.022;0.552;-10.217;-1.272;-1.758;1.985;3.520;3.872;-0.281;0.469;1.028;1.631;4.762;9.797;6.028;1.536;3.331;5.037;1.819;-0.953;-0.867;-1.690;0.506;-4.285
5.987;3.277;0.593;0.310;4.944;9.975;9.038;14.697;8.108;-1.825;1.641;-10.621;-1.525;-1.533;1.261;3.245;5.497;-0.537;-0.696;-0.538;0.029;3.732;9.083;3.543;-1.014;1.059;3.063;0.643;-1.360;-1.804;-3.983;-1.830;-6.459
6.277;2.661;-0.198;-0.005;5.752;11.981;10.176;14.119;7.054;-3.167;2.838;-11.418;-1.969;-1.525;0.380;2.713;6.485;-1.015;-1.681;-2.079;-1.518;2.503;7.955;0.813;-3.890;-1.563;0.641;-0.886;-2.101;-2.811;-6.101;-4.103;-8.302
6.425;2.201;-1.064;-0.507;6.091;13.493;10.857;12.794;5.480;-4.933;3.915;-12.535;-2.587;-1.872;-0.585;1.919;6.678;-1.726;-2.391;-3.447;-2.857;1.181;6.512;-2.020;-6.949;-4.404;-2.102;-2.711;-3.192;-3.899;-7.939;-6.190;-9.750
6.474;1.968;-1.866;-1.025;6.170;14.721;11.287;11.090;3.716;-6.793;4.591;-13.689;-3.254;-2.561;-1.504;0.883;6.079;-2.635;-2.813;-4.514;-3.891;-0.101;4.909;-4.751;-9.938;-7.231;-4.944;-4.707;-4.587;-5.051;-9.429;-7.933;-10.734
6.265;1.874;-2.581;-1.493;6.150;15.820;11.566;9.357;2.056;-8.402;4.799;-14.604;-3.848;-3.530;-2.307;-0.385;4.773;-3.755;-3.108;-5.279;-4.685;-1.305;3.224;-7.240;-12.650;-9.856;-7.690;-6.791;-6.250;-6.322;-10.645;-9.258;-11.277
5.511;1.676;-3.316;-1.984;6.047;16.747;11.654;7.747;0.599;-9.576;4.734;-15.169;-4.332;-4.725;-3.037;-1.884;2.889;-5.157;-3.575;-5.901;-5.450;-2.516;1.410;-9.460;-14.999;-12.198;-10.219;-8.930;-8.160;-7.829;-11.776;-10.207;-11.505
4.034;1.148;-4.160;-2.582;5.827;17.365;11.518;6.282;-0.678;-10.270;4.615;-15.415;-4.732;-6.073;-3.773;-3.582;0.635;-6.851;-4.439;-6.548;-6.361;-3.804;-0.556;-11.399;-16.941;-14.220;-12.442;-11.062;-10.258;-9.604;-12.985;-10.863;-11.557
1.958;0.251;-5.049;-3.244;5.541;17.633;11.231;5.017;-1.751;-10.457;4.461;-15.361;-5.045;-7.437;-4.538;-5.385;-1.692;-8.680;-5.684;-7.245;-7.392;-5.091;-2.531;-12.958;-18.363;-15.833;-14.238;-13.037;-12.378;-11.479;-14.259;-11.240;-11.476
-0.303;-0.834;-5.792;-3.799;5.327;17.654;10.935;4.074;-2.509;-10.092;4.143;-14.946;-5.214;-8.646;-5.282;-7.153;-3.765;-10.353;-7.045;-7.853;-8.331;-6.157;-4.212;-13.951;-19.080;-16.872;-15.455;-14.642;-14.281;-13.148;-15.423;-11.274;-11.223
-2.165;-1.806;-6.177;-4.058;5.298;17.571;10.723;3.529;-2.851;-9.174;3.610;-14.086;-5.184;-9.566;-5.918;-8.726;-5.293;-11.564;-8.130;-8.185;-8.910;-6.763;-5.279;-14.232;-18.950;-17.191;-15.984;-15.696;-15.732;-14.321;-16.246;-10.911;-10.783
-3.047;-2.365;-6.068;-3.902;5.478;17.463;10.608;3.343;-2.763;-7.787;2.976;-12.725;-4.968;-10.118;-6.354;-9.893;-6.035;-12.053;-8.571;-8.097;-8.922;-6.751;-5.528;-13.769;-17.941;-16.735;-15.806;-16.087;-16.541;-14.807;-16.558;-10.175;-10.234
-2.518;-2.288;-5.413;-3.325;5.824;17.348;10.578;3.422;-2.299;-6.039;2.455;-10.860;-4.635;-10.277;-6.510;-10.392;-5.776;-11.623;-8.138;-7.527;-8.280;-6.061;-4.921;-12.639;-16.140;-15.552;-14.980;-15.772;-16.561;-14.529;-16.286;-9.167;-9.733
-0.399;-1.465;-4.237;-2.407;6.268;17.224;10.637;3.696;-1.521;-4.004;2.260;-8.556;-4.255;-10.060;-6.332;-10.015;-4.345;-10.178;-6.777;-6.503;-7.032;-4.739;-3.558;-10.988;-13.715;-13.764;-13.624;-14.773;-15.709;-13.521;-15.460;-8.038;-9.461
3.157;0.070;-2.644;-1.280;6.746;17.102;10.819;4.159;-0.450;-1.721;2.508;-5.915;-3.826;-9.495;-5.774;-8.726;-1.687;-7.789;-4.629;-5.130;-5.359;-2.934;-1.637;-8.986;-10.857;-11.532;-11.881;-13.181;-14.004;-11.920;-14.205;-6.942;-9.559
7.648;2.098;-0.828;-0.109;7.198;17.015;11.167;4.859;0.936;0.788;3.165;-3.033;-3.250;-8.605;-4.811;-6.681;2.049;-4.712;-2.012;-3.574;-3.528;-0.867;0.601;-6.803;-7.731;-9.021;-9.894;-11.140;-11.584;-9.939;-12.737;-5.997;-10.051
12.369;4.261;0.943;0.923;7.547;16.964;11.660;5.838;2.664;3.489;4.103;0.008;-2.421;-7.440;-3.475;-4.160;6.478;-1.330;0.665;-2.027;-1.809;1.215;2.894;-4.590;-4.461;-6.390;-7.807;-8.850;-8.689;-7.818;-11.307;-5.257;-10.830
16.669;6.192;2.401;1.650;7.687;16.885;12.158;7.049;4.698;6.324;5.179;3.110;-1.312;-6.110;-1.888;-1.493;11.062;1.979;3.030;-0.670;-0.410;3.084;5.001;-2.464;-1.142;-3.786;-5.759;-6.532;-5.613;-5.771;-10.124;-4.711;-11.692
20.138;7.635;3.345;1.947;7.495;16.663;12.465;8.360;6.935;9.230;6.244;6.153;0.024;-4.758;-0.215;1.024;15.274;4.945;4.840;0.361;0.554;4.564;6.743;-0.501;2.160;-1.328;-3.863;-4.377;-2.648;-3.954;-9.299;-4.290;-12.386
22.659;8.502;3.693;1.749;6.877;16.199;12.424;9.629;9.264;12.164;7.131;8.998;1.476;-3.512;1.388;3.161;18.709;7.411;6.009;1.003;1.065;5.566;8.040;1.276;5.401;0.928;-2.173;-2.506;-0.041;-2.474;-8.822;-3.886;-12.684
24.341;8.862;3.491;1.072;5.815;15.456;11.957;10.759;11.602;15.088;7.688;11.498;2.899;-2.482;2.793;4.765;21.101;9.284;6.593;1.281;1.212;6.107;8.922;2.888;8.550;2.985;-0.685;-0.971;2.011;-1.426;-8.578;-3.385;-12.430
25.326;8.857;2.864;0.008;4.359;14.445;11.073;11.693;13.885;17.927;7.819;13.493;4.120;-1.786;3.857;5.743;22.304;10.481;6.705;1.269;1.145;6.278;9.492;4.382;11.563;4.863;0.623;0.203;3.367;-0.882;-8.416;-2.710;-11.575
25.629;8.600;1.951;-1.312;2.614;13.186;9.828;12.414;16.058;20.563;7.507;14.848;4.968;-1.543;4.440;6.056;22.287;10.919;6.430;1.037;1.019;6.193;9.868;5.809;14.370;6.568;1.773;1.004;3.946;-0.854;-8.237;-1.835;-10.181
25.187;8.150;0.885;-2.731;0.730;11.728;8.281;12.968;18.100;22.896;6.822;15.528;5.351;-1.796;4.485;5.756;21.180;10.585;5.824;0.651;0.962;5.976;10.161;7.242;16.908;8.120;2.807;1.471;3.779;-1.268;-7.992;-0.755;-8.373
23.981;7.544;-0.213;-4.101;-1.111;10.158;6.497;13.460;20.033;24.904;5.884;15.639;5.317;-2.443;4.082;5.011;19.295;9.602;4.943;0.172;1.032;5.739;10.462;8.779;19.171;9.581;3.811;1.715;3.045;-1.990;-7.679;0.547;-6.295
22.078;6.777;-1.293;-5.352;-2.776;8.563;4.602;13.987;21.865;26.602;4.839;15.349;5.004;-3.265;3.400;4.030;17.044;8.176;3.806;-0.388;1.148;5.509;10.785;10.475;21.179;11.011;4.852;1.847;1.990;-2.906;-7.387;2.036;-4.136
19.662;5.822;-2.367;-6.498;-4.201;6.990;2.772;14.589;23.572;28.006;3.835;14.807;4.570;-4.007;2.603;2.980;14.835;6.543;2.416;-1.051;1.145;5.222;11.069;12.321;22.958;12.428;5.930;1.924;0.836;-3.940;-7.261;3.618;-2.115
17.061;4.735;-3.385;-7.513;-5.337;5.501;1.162;15.287;25.164;29.170;2.962;14.157;4.179;-4.450;1.863;2.009;13.038;4.971;0.875;-1.765;0.936;4.859;11.288;14.327;24.577;13.860;7.030;1.987;-0.217;-4.957;-7.363;5.221;-0.368
14.636;3.676;-4.209;-8.287;-6.131;4.179;-0.154;16.082;26.686;30.181;2.230;13.548;4.005;-4.472;1.357;1.244;11.901;3.724;-0.593;-2.385;0.581;4.491;11.501;16.541;26.140;15.360;8.176;2.107;-0.989;-5.756;-7.612;6.838;1.088
12.666;2.826;-4.691;-8.720;-6.571;3.078;-1.177;16.900;28.115;31.065;1.639;13.091;4.181;-4.077;1.189;0.755;11.470;2.963;-1.742;-2.776;0.189;4.204;11.783;18.965;27.703;16.953;9.399;2.349;-1.382;-6.185;-7.864;8.466;2.270
11.375;2.360;-4.726;-8.757;-6.689;2.212;-1.924;17.594;29.324;31.750;1.189;12.820;4.743;-3.334;1.373;0.582;11.649;2.734;-2.343;-2.853;-0.140;4.064;12.184;21.518;29.221;18.597;10.685;2.744;-1.374;-6.199;-7.972;10.079;3.177
11.016;2.459;-4.228;-8.352;-6.511;1.588;-2.391;17.999;30.128;32.098;0.844;12.695;5.623;-2.287;1.910;0.818;12.363;3.070;-2.179;-2.550;-0.289;4.137;12.740;24.067;30.556;20.170;11.943;3.289;-0.961;-5.772;-7.787;11.633;3.817
11.823;3.238;-3.152;-7.475;-6.046;1.206;-2.557;17.994;30.383;31.981;0.551;12.626;6.679;-0.925;2.823;1.582;13.618;4.029;-1.109;-1.808;-0.126;4.488;13.459;26.463;31.522;21.476;12.994;3.947;-0.131;-4.854;-7.190;13.076;4.227
